experiment,dgp,n,p,B,min_leaf,rep,rule,mean_abs_C,mean_bound,rel_C,s_lambda,identity_err,mse_true,mse_common
heterogeneity,dgp1,1200,10,10,5,7,JS,0.0032262231503755964,0.012052346406353703,0.008449269765732487,0.015343889289659738,4.440892098500626e-16,0.09410408959502706,0.09387633097446592
heterogeneity,dgp1,1200,10,10,5,8,EB,0.013607092004322351,0.04874501536950698,0.035392584357525014,0.05800169469491516,2.220446049250313e-16,0.10267403302152106,0.1036887935327689
heterogeneity,dgp1,1200,10,10,5,8,JS,0.005922087286373795,0.020946405947209965,0.015403583204187289,0.025086869927690037,4.440892098500626e-16,0.1034862741256981,0.10386688128799296
heterogeneity,dgp1,1200,10,10,5,9,EB,0.014090889705814132,0.048542906725350006,0.04040545113609739,0.05910332009213025,4.440892098500626e-16,0.09741427880859171,0.09964272764828919
heterogeneity,dgp1,1200,10,10,5,9,JS,0.005180898269134817,0.019186989760492015,0.014856161408192892,0.02359683083939032,4.440892098500626e-16,0.09961667086484903,0.09968838835532268
heterogeneity,dgp1,1200,10,10,5,10,EB,0.012779206655545317,0.044494257326177886,0.033330610144256534,0.05440273251428336,4.440892098500626e-16,0.08745958005232081,0.08944555255799047
heterogeneity,dgp1,1200,10,10,5,10,JS,0.004842603852157111,0.01705282578280985,0.0126304351615821,0.020909994705812715,4.440892098500626e-16,0.08996358050310406,0.09000459323270113
heterogeneity,dgp1,1200,10,10,5,11,EB,0.01107405775001224,0.04054141182590391,0.029435343351821668,0.05171562943212826,4.440892098500626e-16,0.083798948212529,0.08503617303703234
heterogeneity,dgp1,1200,10,10,5,11,JS,0.0033897646604106883,0.013060221276725566,0.009010146859758747,0.016866773176193815,3.3306690738754696e-16,0.08512420103081095,0.08521951732997957
heterogeneity,dgp1,1200,10,10,5,12,EB,0.014385296754094825,0.04840249113115064,0.04001844825029647,0.060631656389808955,4.440892098500626e-16,0.09015519192672572,0.0915771738565493
heterogeneity,dgp1,1200,10,10,5,12,JS,0.006177356231185629,0.02165953928663113,0.017184783524954384,0.027259760174807163,4.440892098500626e-16,0.09223195123942576,0.09192605979741654
heterogeneity,dgp1,1200,10,10,5,13,EB,0.012103377276218151,0.04147669797097071,0.030840133803806714,0.05554896503464479,3.3306690738754696e-16,0.08744366806604698,0.08963132309879927
heterogeneity,dgp1,1200,10,10,5,13,JS,0.0038065830493707836,0.0142164100613829,0.009699402728572898,0.019156640565504212,4.440892098500626e-16,0.08945719525252077,0.08959564430280556
heterogeneity,dgp1,1200,10,10,5,14,EB,0.011917023924279959,0.0420881088943677,0.036876739085648085,0.05585968328409604,4.440892098500626e-16,0.10677390783542848,0.1081158111242972
heterogeneity,dgp1,1200,10,10,5,14,JS,0.002214829720354773,0.008643377885248896,0.006853699231924368,0.011522569974424825,3.3306690738754696e-16,0.10835138517291937,0.10830945407844228
heterogeneity,dgp1,1200,10,100,5,0,EB,0.004314669550959843,0.048457909659209125,0.014577992648109722,0.05746514118900191,5.551115123125783e-16,0.05746495879811506,0.05770554852985375
heterogeneity,dgp1,1200,10,100,5,0,JS,0.001093145820926201,0.013810006781206613,0.00369341650677024,0.016406129911958924,8.881784197001252e-16,0.057755340683268444,0.0577873260537161
